URG;Escola;Vacina;2022;2023;2024;2025;Total
URG I-CENTRO;E M HEITOR DANTAS;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;PENTA;0;0;0;1;1
URG I-CENTRO;E M HEITOR DANTAS;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;INFLUENZA;0;16;16;37;69
URG I-CENTRO;E M HEITOR DANTAS;COVID PFIZER;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;COVID COMINARTY INFANTIL;0;4;0;0;4
URG I-CENTRO;E M HEITOR DANTAS;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;VARICELA;0;0;0;6;6
URG I-CENTRO;E M HEITOR DANTAS;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;Q-DENGA;0;0;7;0;7
URG I-CENTRO;E M HEITOR DANTAS;XBB;0;0;0;0;0
URG I-CENTRO;E M HEITOR DANTAS;TETRAVIRAL;0;0;3;0;3
URG I-CENTRO;E M HEITOR DANTAS;ACWY;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;HPV - VÍRUS DO PAPILOMA HUMANO;0;39;15;7;61
URG I-CENTRO;E M JANICI FERREIRA MAIA ;MENINGOCÓCICA ACWY;0;15;2;7;24
URG I-CENTRO;E M JANICI FERREIRA MAIA ;FEBRE AMARELA;0;12;7;7;26
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;MENINGOCÓCICA C;0;0;1;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;DTP - TRÍPLICE BACTERIANA;0;5;0;0;5
URG I-CENTRO;E M JANICI FERREIRA MAIA ;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;DT - DIFTERIA E TÉTANO;0;1;1;0;2
URG I-CENTRO;E M JANICI FERREIRA MAIA ;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;VOP (ORAL) - POLIOMELITE;0;2;0;0;2
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ROTAVÍRUS;0;1;0;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;PENTA;0;0;3;0;3
URG I-CENTRO;E M JANICI FERREIRA MAIA ;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;INFLUENZA;0;56;33;49;138
URG I-CENTRO;E M JANICI FERREIRA MAIA ;COVID PFIZER;0;1;0;0;1
URG I-CENTRO;E M JANICI FERREIRA MAIA ;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;VARICELA;0;0;0;5;5
URG I-CENTRO;E M JANICI FERREIRA MAIA ;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;Q-DENGA;0;0;15;0;15
URG I-CENTRO;E M JANICI FERREIRA MAIA ;XBB;0;0;0;0;0
URG I-CENTRO;E M JANICI FERREIRA MAIA ;TETRAVIRAL;0;0;6;0;6
URG I-CENTRO;E M JANICI FERREIRA MAIA ;ACWY;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;HPV - VÍRUS DO PAPILOMA HUMANO;0;45;15;23;83
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;MENINGOCÓCICA ACWY;0;22;10;23;55
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;FEBRE AMARELA;0;8;0;18;26
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;DTP - TRÍPLICE BACTERIANA;0;0;6;3;9
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;DT - DIFTERIA E TÉTANO;0;5;0;13;18
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;PENTA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;TRÍPLICE VIRAL;0;0;0;1;1
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;INFLUENZA;0;48;47;67;162
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;COVID PFIZER;0;0;1;4;5
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;VARICELA;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;Q-DENGA;0;0;15;0;15
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;XBB;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;TETRAVIRAL;0;0;0;0;0
URG I-CENTRO;E M JULIO RABELLO GUIMARAES;ACWY;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;HPV - VÍRUS DO PAPILOMA HUMANO;0;21;8;11;40
URG I-CENTRO;E M MANOEL JOAO GONCALVES;MENINGOCÓCICA ACWY;0;6;2;3;11
URG I-CENTRO;E M MANOEL JOAO GONCALVES;FEBRE AMARELA;0;7;0;10;17
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;DTP - TRÍPLICE BACTERIANA;0;3;0;2;5
URG I-CENTRO;E M MANOEL JOAO GONCALVES;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;HEPATITE B;0;1;0;0;1
URG I-CENTRO;E M MANOEL JOAO GONCALVES;DT - DIFTERIA E TÉTANO;0;0;0;1;1
URG I-CENTRO;E M MANOEL JOAO GONCALVES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;VOP (ORAL) - POLIOMELITE;0;2;0;0;2
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;PENTA;0;0;2;0;2
URG I-CENTRO;E M MANOEL JOAO GONCALVES;TRÍPLICE VIRAL;0;0;0;2;2
URG I-CENTRO;E M MANOEL JOAO GONCALVES;INFLUENZA;0;33;35;37;105
URG I-CENTRO;E M MANOEL JOAO GONCALVES;COVID PFIZER;0;1;0;0;1
URG I-CENTRO;E M MANOEL JOAO GONCALVES;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;VARICELA;0;0;0;12;12
URG I-CENTRO;E M MANOEL JOAO GONCALVES;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;Q-DENGA;0;0;14;0;14
URG I-CENTRO;E M MANOEL JOAO GONCALVES;XBB;0;0;0;0;0
URG I-CENTRO;E M MANOEL JOAO GONCALVES;TETRAVIRAL;0;0;6;0;6
URG I-CENTRO;E M MANOEL JOAO GONCALVES;ACWY;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;HPV - VÍRUS DO PAPILOMA HUMANO;0;8;16;10;34
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;MENINGOCÓCICA ACWY;0;4;7;7;18
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;FEBRE AMARELA;0;6;10;12;28
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;DTP - TRÍPLICE BACTERIANA;0;1;0;4;5
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;1;0;1
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;PENTA;0;0;4;0;4
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;INFLUENZA;0;21;38;55;114
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;COVID PFIZER;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;COVID COMINARTY INFANTIL;0;3;0;0;3
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;VARICELA;0;0;0;8;8
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;Q-DENGA;0;0;9;0;9
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;XBB;0;0;0;0;0
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;TETRAVIRAL;0;0;8;0;8
URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;ACWY;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;HPV - VÍRUS DO PAPILOMA HUMANO;0;21;10;6;37
URG I-CENTRO;E M MENINOS DE DEUS;MENINGOCÓCICA ACWY;0;12;7;4;23
URG I-CENTRO;E M MENINOS DE DEUS;FEBRE AMARELA;0;0;8;9;17
URG I-CENTRO;E M MENINOS DE DEUS;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;DTP - TRÍPLICE BACTERIANA;0;0;0;3;3
URG I-CENTRO;E M MENINOS DE DEUS;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;HEPATITE B;0;0;0;1;1
URG I-CENTRO;E M MENINOS DE DEUS;DT - DIFTERIA E TÉTANO;0;2;2;5;9
URG I-CENTRO;E M MENINOS DE DEUS;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;PENTA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;INFLUENZA;0;28;18;14;60
URG I-CENTRO;E M MENINOS DE DEUS;COVID PFIZER;0;0;0;1;1
URG I-CENTRO;E M MENINOS DE DEUS;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;VARICELA;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;Q-DENGA;0;0;6;0;6
URG I-CENTRO;E M MENINOS DE DEUS;XBB;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;TETRAVIRAL;0;0;0;0;0
URG I-CENTRO;E M MENINOS DE DEUS;ACWY;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;HPV - VÍRUS DO PAPILOMA HUMANO;0;70;14;15;99
URG I-CENTRO;E M MONTEIRO LOBATO;MENINGOCÓCICA ACWY;0;37;9;22;68
URG I-CENTRO;E M MONTEIRO LOBATO;FEBRE AMARELA;0;15;6;10;31
URG I-CENTRO;E M MONTEIRO LOBATO;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;DTP - TRÍPLICE BACTERIANA;0;1;3;6;10
URG I-CENTRO;E M MONTEIRO LOBATO;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;HEPATITE B;0;0;1;0;1
URG I-CENTRO;E M MONTEIRO LOBATO;DT - DIFTERIA E TÉTANO;0;4;6;12;22
URG I-CENTRO;E M MONTEIRO LOBATO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;VOP (ORAL) - POLIOMELITE;0;1;1;0;2
URG I-CENTRO;E M MONTEIRO LOBATO;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;PENTA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;INFLUENZA;0;72;36;55;163
URG I-CENTRO;E M MONTEIRO LOBATO;COVID PFIZER;0;1;0;0;1
URG I-CENTRO;E M MONTEIRO LOBATO;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;COVID COMINARTY INFANTIL;0;1;0;0;1
URG I-CENTRO;E M MONTEIRO LOBATO;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;VARICELA;0;0;0;5;5
URG I-CENTRO;E M MONTEIRO LOBATO;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;Q-DENGA;0;0;35;0;35
URG I-CENTRO;E M MONTEIRO LOBATO;XBB;0;0;0;0;0
URG I-CENTRO;E M MONTEIRO LOBATO;TETRAVIRAL;0;0;2;0;2
URG I-CENTRO;E M MONTEIRO LOBATO;ACWY;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;HPV - VÍRUS DO PAPILOMA HUMANO;0;21;12;8;41
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;MENINGOCÓCICA ACWY;0;20;4;9;33
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;FEBRE AMARELA;0;7;0;12;19
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PNEUMOCÓCICA;0;0;0;1;1
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;DTP - TRÍPLICE BACTERIANA;0;4;0;8;12
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;HEPATITE A;0;0;1;0;1
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;DT - DIFTERIA E TÉTANO;0;6;4;2;12
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;3;3
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;VOP (ORAL) - POLIOMELITE;0;6;0;0;6
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;PENTA;0;0;3;1;4
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;INFLUENZA;0;39;26;53;118
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;COVID PFIZER;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;VARICELA;0;0;7;10;17
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;Q-DENGA;0;0;32;0;32
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;XBB;0;0;0;0;0
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;TETRAVIRAL;0;0;4;3;7
URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;ACWY;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;HPV - VÍRUS DO PAPILOMA HUMANO;0;66;20;21;107
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;MENINGOCÓCICA ACWY;0;43;16;24;83
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;FEBRE AMARELA;0;4;4;19;27
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;DTP - TRÍPLICE BACTERIANA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;DT - DIFTERIA E TÉTANO;0;10;5;13;28
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;PENTA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;INFLUENZA;0;69;53;69;191
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;COVID PFIZER;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;VARICELA;0;0;0;1;1
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;Q-DENGA;0;0;38;0;38
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;XBB;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;TETRAVIRAL;0;0;0;0;0
URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;ACWY;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;HPV - VÍRUS DO PAPILOMA HUMANO;0;27;11;11;49
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;MENINGOCÓCICA ACWY;0;3;4;5;12
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;FEBRE AMARELA;0;7;5;3;15
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;DTP - TRÍPLICE BACTERIANA;0;5;0;2;7
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;VOP (ORAL) - POLIOMELITE;0;3;0;0;3
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;PENTA;0;0;4;0;4
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;INFLUENZA;0;29;25;39;93
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;COVID PFIZER;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;VARICELA;0;0;0;6;6
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;Q-DENGA;0;0;13;0;13
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;XBB;0;0;0;0;0
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;TETRAVIRAL;0;0;7;1;8
URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;ACWY;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;HPV - VÍRUS DO PAPILOMA HUMANO;0;16;7;5;28
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;MENINGOCÓCICA ACWY;0;5;3;2;10
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;FEBRE AMARELA;0;1;3;8;12
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;PNEUMOCÓCICA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;MENINGOCÓCICA C;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;DTP - TRÍPLICE BACTERIANA;0;1;1;1;3
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;HEPATITE A;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;HEPATITE B;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;DT - DIFTERIA E TÉTANO;0;0;1;0;1
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;ROTAVÍRUS;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;PENTA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;TRÍPLICE VIRAL;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;INFLUENZA;0;28;19;23;70
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;COVID PFIZER;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;COVID CORONAVAC;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;COVID COMINARTY INFANTIL;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;COVID ASTRAZENECA;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;VARICELA;0;0;0;4;4
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;COVID PFIZER BABY;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;Q-DENGA;0;0;1;0;1
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;XBB;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;TETRAVIRAL;0;0;0;0;0
URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;ACWY;0;0;0;0;0
URG I-CENTRO;E M PROF ORNELIA LIPPI ASSUMPCAO;HPV - VÍRUS DO PAPILOMA HUMANO;0;10;1;3;14
