URG;Escola;Vacina;2022;2023;2024;2025;Total
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;HPV - VÍRUS DO PAPILOMA HUMANO;0;66;15;8;89
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;MENINGOCÓCICA ACWY;0;42;26;21;89
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;FEBRE AMARELA;0;6;5;19;30
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;DTP - TRÍPLICE BACTERIANA;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;HEPATITE B;0;0;1;0;1
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;DT - DIFTERIA E TÉTANO;0;17;12;9;38
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;PENTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;INFLUENZA;0;65;35;69;169
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;COVID PFIZER;0;1;0;0;1
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;COVID CORONAVAC;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;VARICELA;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;Q-DENGA;0;0;58;0;58
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;HPV - VÍRUS DO PAPILOMA HUMANO;0;39;14;6;59
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;MENINGOCÓCICA ACWY;0;19;12;10;41
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;FEBRE AMARELA;0;0;0;5;5
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;DTP - TRÍPLICE BACTERIANA;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;HEPATITE B;0;0;0;1;1
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;DT - DIFTERIA E TÉTANO;0;7;1;1;9
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;PENTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;INFLUENZA;0;23;21;40;84
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;COVID CORONAVAC;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;VARICELA;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;Q-DENGA;0;0;14;0;14
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;HPV - VÍRUS DO PAPILOMA HUMANO;0;48;7;14;69
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;MENINGOCÓCICA ACWY;0;29;11;19;59
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;FEBRE AMARELA;0;2;0;8;10
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;DTP - TRÍPLICE BACTERIANA;0;2;0;2;4
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;DT - DIFTERIA E TÉTANO;0;5;2;5;12
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;PENTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;INFLUENZA;0;29;36;51;116
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;COVID CORONAVAC;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;VARICELA;0;1;0;0;1
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;Q-DENGA;0;0;12;0;12
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;HPV - VÍRUS DO PAPILOMA HUMANO;0;50;13;22;85
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;MENINGOCÓCICA ACWY;0;20;2;8;30
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;FEBRE AMARELA;0;8;0;8;16
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;DTP - TRÍPLICE BACTERIANA;0;12;8;3;23
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;VOP (ORAL) - POLIOMELITE;0;2;2;0;4
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;PENTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;INFLUENZA;0;62;52;89;203
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;COVID CORONAVAC;0;3;0;0;3
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;COVID COMINARTY INFANTIL;0;15;0;0;15
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;VARICELA;0;0;0;6;6
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;Q-DENGA;0;0;7;0;7
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;TETRAVIRAL;0;0;0;1;1
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;HPV - VÍRUS DO PAPILOMA HUMANO;0;69;13;25;107
URG IV-CABUÇU;E M PROF NABOR OTHUKI;MENINGOCÓCICA ACWY;0;14;5;12;31
URG IV-CABUÇU;E M PROF NABOR OTHUKI;FEBRE AMARELA;0;22;4;9;35
URG IV-CABUÇU;E M PROF NABOR OTHUKI;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;DTP - TRÍPLICE BACTERIANA;0;5;0;6;11
URG IV-CABUÇU;E M PROF NABOR OTHUKI;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;DT - DIFTERIA E TÉTANO;0;2;0;0;2
URG IV-CABUÇU;E M PROF NABOR OTHUKI;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;VOP (ORAL) - POLIOMELITE;0;1;0;0;1
URG IV-CABUÇU;E M PROF NABOR OTHUKI;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;PENTA;0;0;2;1;3
URG IV-CABUÇU;E M PROF NABOR OTHUKI;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;INFLUENZA;0;99;35;91;225
URG IV-CABUÇU;E M PROF NABOR OTHUKI;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;COVID CORONAVAC;0;8;0;0;8
URG IV-CABUÇU;E M PROF NABOR OTHUKI;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;VARICELA;0;4;0;0;4
URG IV-CABUÇU;E M PROF NABOR OTHUKI;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;Q-DENGA;0;0;17;0;17
URG IV-CABUÇU;E M PROF NABOR OTHUKI;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF NABOR OTHUKI;TETRAVIRAL;0;0;5;0;5
URG IV-CABUÇU;E M PROF NABOR OTHUKI;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;HPV - VÍRUS DO PAPILOMA HUMANO;0;46;19;30;95
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;MENINGOCÓCICA ACWY;0;12;4;13;29
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;FEBRE AMARELA;0;5;0;6;11
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;DTP - TRÍPLICE BACTERIANA;0;7;2;2;11
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;DT - DIFTERIA E TÉTANO;0;2;2;0;4
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;1;1
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;VOP (ORAL) - POLIOMELITE;0;4;1;0;5
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;PENTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;INFLUENZA;0;95;40;120;255
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;COVID PFIZER;0;2;0;1;3
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;COVID CORONAVAC;0;1;0;0;1
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;VARICELA;0;7;0;2;9
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;Q-DENGA;0;0;56;0;56
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;XBB;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;HPV - VÍRUS DO PAPILOMA HUMANO;0;77;28;23;128
URG IV-CABUÇU;E M TRES MARIAS;MENINGOCÓCICA ACWY;0;24;7;8;39
URG IV-CABUÇU;E M TRES MARIAS;FEBRE AMARELA;0;12;0;17;29
URG IV-CABUÇU;E M TRES MARIAS;PNEUMOCÓCICA;0;0;0;1;1
URG IV-CABUÇU;E M TRES MARIAS;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;DTP - TRÍPLICE BACTERIANA;0;5;8;12;25
URG IV-CABUÇU;E M TRES MARIAS;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;HEPATITE B;0;1;2;0;3
URG IV-CABUÇU;E M TRES MARIAS;DT - DIFTERIA E TÉTANO;0;2;1;1;4
URG IV-CABUÇU;E M TRES MARIAS;VIP (INJETÁVEL) - POLIOMIELITE ;0;1;0;1;2
URG IV-CABUÇU;E M TRES MARIAS;VOP (ORAL) - POLIOMELITE;0;5;1;0;6
URG IV-CABUÇU;E M TRES MARIAS;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;PENTA;0;2;0;1;3
URG IV-CABUÇU;E M TRES MARIAS;TRÍPLICE VIRAL;0;0;0;2;2
URG IV-CABUÇU;E M TRES MARIAS;INFLUENZA;0;140;137;159;436
URG IV-CABUÇU;E M TRES MARIAS;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;COVID CORONAVAC;0;1;0;0;1
URG IV-CABUÇU;E M TRES MARIAS;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;VARICELA;0;7;0;23;30
URG IV-CABUÇU;E M TRES MARIAS;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;Q-DENGA;0;0;16;0;16
URG IV-CABUÇU;E M TRES MARIAS;XBB;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;ACWY;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;HPV - VÍRUS DO PAPILOMA HUMANO;0;15;0;6;21
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;MENINGOCÓCICA ACWY;0;1;0;0;1
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;FEBRE AMARELA;0;5;0;9;14
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;DTP - TRÍPLICE BACTERIANA;0;8;0;2;10
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;HEPATITE A;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;VOP (ORAL) - POLIOMELITE;0;4;0;0;4
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PENTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;TRÍPLICE VIRAL;0;0;0;1;1
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;INFLUENZA;0;23;0;62;85
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;COVID CORONAVAC;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;COVID COMINARTY INFANTIL;0;2;0;0;2
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;VARICELA;0;0;0;2;2
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;Q-DENGA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;XBB;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;TETRAVIRAL;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ACWY;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;5;3;8
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;MENINGOCÓCICA ACWY;0;0;6;2;8
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;FEBRE AMARELA;0;0;14;6;20
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PNEUMOCÓCICA;0;0;1;1;2
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;DTP - TRÍPLICE BACTERIANA;0;0;0;8;8
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;HEPATITE A;0;0;1;2;3
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;DT - DIFTERIA E TÉTANO;0;0;0;1;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;1;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PENTA;0;0;5;1;6
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;INFLUENZA;0;0;29;64;93
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;COVID PFIZER;0;0;0;1;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;COVID CORONAVAC;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;COVID COMINARTY INFANTIL;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;COVID ASTRAZENECA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;VARICELA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;COVID PFIZER BABY;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;Q-DENGA;0;0;16;0;16
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;XBB;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;TETRAVIRAL;0;0;10;15;25
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ACWY;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;MENINGOCÓCICA ACWY;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;FEBRE AMARELA;0;12;0;7;19
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PNEUMOCÓCICA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;MENINGOCÓCICA C;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;DTP - TRÍPLICE BACTERIANA;0;5;2;9;16
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;HEPATITE A;0;0;0;1;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;HEPATITE B;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;1;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;VOP (ORAL) - POLIOMELITE;0;2;2;0;4
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ROTAVÍRUS;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PENTA;0;0;0;1;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;TRÍPLICE VIRAL;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;INFLUENZA;0;34;21;21;76
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;COVID PFIZER;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;COVID CORONAVAC;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;COVID COMINARTY INFANTIL;0;0;0;0;0
