Ano;IdUrg;URG;Escola;DtInicio;DtFechamento;QtdAlunoEscola;QtdAluno;QtdProfessor;QtdPsicologo;QtdAssistSocial;QtdEnfermagem;QtdMedico;QtdVacinacao;QtdVacina;QtdEncaminhamento;QtdExame
2026;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M ALFREDO JOSE SOARES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M JOSE REIS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M PERA FLOR;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M SHANGRI LA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;E M VILA JOAO CORREA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;EMEI JARDIM EUROPA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M NENA RODRIGUES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M RUI BARBOSA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;null;null;316;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;25/03/2026;null;45;35;29;30;0;30;31;4;11;20;16
2026;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;24/03/2026;null;127;105;104;79;0;91;66;10;23;42;34
2026;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;13/03/2026;16/03/2026;521;464;410;372;373;383;150;34;52;107;67
2026;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;12/03/2026;12/03/2026;291;289;285;178;198;201;136;23;27;110;87
2026;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;24/03/2026;null;234;204;188;170;164;179;57;21;40;33;26
2026;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;25/03/2026;null;739;128;103;83;83;108;66;26;52;62;37
2026;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;null;null;629;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;null;null;943;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;17/03/2026;19/03/2026;623;544;507;417;294;440;106;14;21;84;47
2026;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;20/03/2026;23/03/2026;485;383;370;295;306;314;93;28;38;65;56
2026;7;URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;null;null;85;0;0;0;0;0;0;0;0;0;0
2026;7;URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;17/12/2025;19/03/2026;99;83;81;70;0;68;45;1;2;16;19
2026;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;02/03/2026;02/03/2026;426;322;282;226;0;232;133;27;40;87;81
2026;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;09/03/2026;12/03/2026;518;433;418;336;346;360;107;7;7;102;56
2026;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;12/03/2026;13/03/2026;487;400;364;241;224;263;148;36;55;93;85
2026;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;09/03/2026;11/03/2026;985;972;889;756;713;711;173;43;49;129;82
2026;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;05/03/2026;09/03/2026;421;387;346;275;293;318;105;22;30;77;56
2026;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;03/03/2026;04/03/2026;624;534;456;413;346;452;216;43;68;115;63
2026;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;05/03/2026;06/03/2026;582;480;439;417;415;403;110;25;36;51;56
2026;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;19/03/2026;23/03/2026;590;498;446;391;396;415;171;25;33;159;88
2026;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;03/03/2026;04/03/2026;614;610;588;443;190;395;113;28;33;91;53
2026;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;16/03/2026;18/03/2026;287;210;194;162;180;181;109;28;33;91;67
2026;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;17/03/2026;17/03/2026;104;92;91;80;80;84;53;22;50;43;37
2026;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;18/03/2026;18/03/2026;97;39;36;28;0;34;33;15;30;20;22
2026;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;02/03/2026;02/03/2026;76;60;60;34;0;31;44;6;15;14;15
2026;9;URG IX-TINGUA;E M BARAO DE TINGUA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;9;URG IX-TINGUA;E M DE JACERUBA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;9;URG IX-TINGUA;E M VALE DO TINGUA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;null;null;0;0;0;0;0;0;0;0;0;0;0
