URG;Escola;Consulta;2022;2023;2024;2025;Total
URG II-POSSE;E M GUINLE;ALERGISTA;0;3;1;0;4
URG II-POSSE;E M GUINLE;ORTOPEDISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;OFTALMOLOGISTA;0;2;0;4;6
URG II-POSSE;E M GUINLE;NEUROLOGISTA;0;2;0;1;3
URG II-POSSE;E M GUINLE;CIRURGIÃO;0;0;1;0;1
URG II-POSSE;E M GUINLE;PSICOLOGIA;0;4;1;6;11
URG II-POSSE;E M GUINLE;OTORRINOLARINGOLOGISTA;0;0;0;1;1
URG II-POSSE;E M GUINLE;CARDIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;UROLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;GINECOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;E M GUINLE;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;NUTRIÇÃO;0;0;0;2;2
URG II-POSSE;E M GUINLE;DENTISTA;0;2;4;4;10
URG II-POSSE;E M GUINLE;FONOAUDIÓLOGA;0;2;2;1;5
URG II-POSSE;E M GUINLE;GASTROENTEROLOGISTA;0;1;0;1;2
URG II-POSSE;E M GUINLE;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;E M GUINLE;TERAPIA OCUPACIONAL;0;1;0;0;1
URG II-POSSE;E M HERBERT MOSES;DERMATOLOGISTA;0;0;0;2;2
URG II-POSSE;E M HERBERT MOSES;PEDIATRA;0;0;0;2;2
URG II-POSSE;E M HERBERT MOSES;ALERGISTA;0;0;0;7;7
URG II-POSSE;E M HERBERT MOSES;ORTOPEDISTA;0;0;1;3;4
URG II-POSSE;E M HERBERT MOSES;OFTALMOLOGISTA;0;0;2;14;16
URG II-POSSE;E M HERBERT MOSES;NEUROLOGISTA;0;0;2;9;11
URG II-POSSE;E M HERBERT MOSES;CIRURGIÃO;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;PSICOLOGIA;0;0;1;7;8
URG II-POSSE;E M HERBERT MOSES;OTORRINOLARINGOLOGISTA;0;0;1;2;3
URG II-POSSE;E M HERBERT MOSES;CARDIOLOGISTA;0;0;1;1;2
URG II-POSSE;E M HERBERT MOSES;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;UROLOGISTA;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;GINECOLOGISTA;0;0;1;2;3
URG II-POSSE;E M HERBERT MOSES;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;ENDOCRINOLOGISTA;0;0;1;1;2
URG II-POSSE;E M HERBERT MOSES;PSIQUIATRA;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;NUTRIÇÃO;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;DENTISTA;0;0;2;17;19
URG II-POSSE;E M HERBERT MOSES;FONOAUDIÓLOGA;0;0;0;3;3
URG II-POSSE;E M HERBERT MOSES;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;PNEUMOLOGISTA;0;0;1;1;2
URG II-POSSE;E M HERBERT MOSES;TERAPIA OCUPACIONAL;0;0;0;1;1
URG II-POSSE;E M LUIZ DE LEMOS;DERMATOLOGISTA;4;7;1;7;19
URG II-POSSE;E M LUIZ DE LEMOS;PEDIATRA;15;1;0;3;19
URG II-POSSE;E M LUIZ DE LEMOS;ALERGISTA;2;1;0;6;9
URG II-POSSE;E M LUIZ DE LEMOS;ORTOPEDISTA;0;1;0;2;3
URG II-POSSE;E M LUIZ DE LEMOS;OFTALMOLOGISTA;8;7;2;5;22
URG II-POSSE;E M LUIZ DE LEMOS;NEUROLOGISTA;9;4;0;6;19
URG II-POSSE;E M LUIZ DE LEMOS;CIRURGIÃO;1;0;0;1;2
URG II-POSSE;E M LUIZ DE LEMOS;PSICOLOGIA;25;7;0;14;46
URG II-POSSE;E M LUIZ DE LEMOS;OTORRINOLARINGOLOGISTA;1;0;0;0;1
URG II-POSSE;E M LUIZ DE LEMOS;CARDIOLOGISTA;2;0;0;0;2
URG II-POSSE;E M LUIZ DE LEMOS;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;UROLOGISTA;0;0;0;1;1
URG II-POSSE;E M LUIZ DE LEMOS;PROCTOLOGISTA;1;0;0;0;1
URG II-POSSE;E M LUIZ DE LEMOS;GINECOLOGISTA;3;0;0;5;8
URG II-POSSE;E M LUIZ DE LEMOS;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;ENDOCRINOLOGISTA;1;0;0;1;2
URG II-POSSE;E M LUIZ DE LEMOS;PSIQUIATRA;1;4;1;2;8
URG II-POSSE;E M LUIZ DE LEMOS;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;NUTRIÇÃO;3;0;1;3;7
URG II-POSSE;E M LUIZ DE LEMOS;DENTISTA;12;2;4;32;50
URG II-POSSE;E M LUIZ DE LEMOS;FONOAUDIÓLOGA;5;0;0;1;6
URG II-POSSE;E M LUIZ DE LEMOS;GASTROENTEROLOGISTA;0;1;0;2;3
URG II-POSSE;E M LUIZ DE LEMOS;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;DERMATOLOGISTA;0;0;0;2;2
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;PEDIATRA;0;0;0;1;1
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ALERGISTA;0;3;1;6;10
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ORTOPEDISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;OFTALMOLOGISTA;0;0;0;1;1
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;NEUROLOGISTA;0;0;1;4;5
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;CIRURGIÃO;0;0;0;3;3
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;PSICOLOGIA;0;1;0;9;10
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;OTORRINOLARINGOLOGISTA;0;3;0;3;6
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;CARDIOLOGISTA;0;0;0;1;1
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;UROLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;GINECOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;NUTRIÇÃO;0;0;0;1;1
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;DENTISTA;0;7;1;11;19
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;FONOAUDIÓLOGA;0;2;1;4;7
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;TERAPIA OCUPACIONAL;0;0;0;1;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;DERMATOLOGISTA;1;2;1;2;6
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;PEDIATRA;0;0;0;1;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ALERGISTA;1;4;4;3;12
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ORTOPEDISTA;0;0;0;1;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;OFTALMOLOGISTA;5;0;2;2;9
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;NEUROLOGISTA;7;3;1;3;14
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;CIRURGIÃO;0;1;0;1;2
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;PSICOLOGIA;9;3;4;8;24
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;OTORRINOLARINGOLOGISTA;0;1;0;0;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;CARDIOLOGISTA;0;0;1;0;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;UROLOGISTA;0;1;0;0;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;GINECOLOGISTA;0;0;1;1;2
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ENDOCRINOLOGISTA;0;1;0;1;2
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;PSIQUIATRA;1;1;0;0;2
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;NUTRIÇÃO;0;1;2;1;4
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;DENTISTA;0;1;6;13;20
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;FONOAUDIÓLOGA;1;3;0;3;7
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;TERAPIA OCUPACIONAL;0;1;0;0;1
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;DERMATOLOGISTA;0;1;1;0;2
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;PEDIATRA;0;0;0;1;1
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ALERGISTA;0;3;2;6;11
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ORTOPEDISTA;0;2;0;0;2
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;OFTALMOLOGISTA;0;4;0;4;8
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;NEUROLOGISTA;0;4;0;2;6
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;CIRURGIÃO;0;0;0;2;2
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;PSICOLOGIA;0;3;0;4;7
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;OTORRINOLARINGOLOGISTA;0;0;0;3;3
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;CARDIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;UROLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;GINECOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;NUTRIÇÃO;0;0;1;4;5
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;DENTISTA;0;1;5;21;27
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;FONOAUDIÓLOGA;0;0;1;4;5
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;GASTROENTEROLOGISTA;0;2;0;0;2
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;DERMATOLOGISTA;3;1;3;3;10
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;PEDIATRA;3;0;3;0;6
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ALERGISTA;5;0;0;4;9
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ORTOPEDISTA;1;2;0;4;7
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;OFTALMOLOGISTA;10;2;3;3;18
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;NEUROLOGISTA;3;2;2;7;14
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;CIRURGIÃO;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;PSICOLOGIA;10;2;4;9;25
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;OTORRINOLARINGOLOGISTA;3;1;0;0;4
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;CARDIOLOGISTA;0;0;0;1;1
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;UROLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;GINECOLOGISTA;2;0;0;0;2
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ANGIOLOGISTA;0;0;0;1;1
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ENDOCRINOLOGISTA;1;0;0;1;2
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;NUTRIÇÃO;2;0;1;1;4
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;DENTISTA;15;3;10;14;42
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;FONOAUDIÓLOGA;2;2;4;0;8
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;DERMATOLOGISTA;3;2;7;5;17
URG II-POSSE;E M SAO BENEDITO;PEDIATRA;7;1;2;6;16
URG II-POSSE;E M SAO BENEDITO;ALERGISTA;3;1;6;3;13
URG II-POSSE;E M SAO BENEDITO;ORTOPEDISTA;2;0;0;3;5
URG II-POSSE;E M SAO BENEDITO;OFTALMOLOGISTA;9;1;5;21;36
URG II-POSSE;E M SAO BENEDITO;NEUROLOGISTA;10;2;6;16;34
URG II-POSSE;E M SAO BENEDITO;CIRURGIÃO;0;0;1;4;5
URG II-POSSE;E M SAO BENEDITO;PSICOLOGIA;25;6;11;23;65
URG II-POSSE;E M SAO BENEDITO;OTORRINOLARINGOLOGISTA;4;2;1;4;11
URG II-POSSE;E M SAO BENEDITO;CARDIOLOGISTA;0;0;0;1;1
URG II-POSSE;E M SAO BENEDITO;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;UROLOGISTA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;PROCTOLOGISTA;1;0;0;0;1
URG II-POSSE;E M SAO BENEDITO;GINECOLOGISTA;1;0;1;0;2
URG II-POSSE;E M SAO BENEDITO;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;ENDOCRINOLOGISTA;0;0;3;5;8
URG II-POSSE;E M SAO BENEDITO;PSIQUIATRA;1;0;0;1;2
URG II-POSSE;E M SAO BENEDITO;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;NUTRIÇÃO;1;1;0;7;9
URG II-POSSE;E M SAO BENEDITO;DENTISTA;7;7;31;43;88
URG II-POSSE;E M SAO BENEDITO;FONOAUDIÓLOGA;11;2;2;9;24
URG II-POSSE;E M SAO BENEDITO;GASTROENTEROLOGISTA;2;0;0;1;3
URG II-POSSE;E M SAO BENEDITO;PNEUMOLOGISTA;0;0;1;4;5
URG II-POSSE;E M SAO BENEDITO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;DERMATOLOGISTA;0;2;3;5;10
URG II-POSSE;E M TABELIÃO MURILO COSTA;PEDIATRA;0;0;0;1;1
URG II-POSSE;E M TABELIÃO MURILO COSTA;ALERGISTA;0;3;10;10;23
URG II-POSSE;E M TABELIÃO MURILO COSTA;ORTOPEDISTA;0;1;0;4;5
URG II-POSSE;E M TABELIÃO MURILO COSTA;OFTALMOLOGISTA;0;4;9;11;24
URG II-POSSE;E M TABELIÃO MURILO COSTA;NEUROLOGISTA;0;0;8;18;26
URG II-POSSE;E M TABELIÃO MURILO COSTA;CIRURGIÃO;0;1;1;0;2
URG II-POSSE;E M TABELIÃO MURILO COSTA;PSICOLOGIA;0;0;15;14;29
URG II-POSSE;E M TABELIÃO MURILO COSTA;OTORRINOLARINGOLOGISTA;0;0;2;3;5
URG II-POSSE;E M TABELIÃO MURILO COSTA;CARDIOLOGISTA;0;0;3;0;3
URG II-POSSE;E M TABELIÃO MURILO COSTA;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;UROLOGISTA;0;0;1;2;3
URG II-POSSE;E M TABELIÃO MURILO COSTA;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;GINECOLOGISTA;0;1;2;0;3
URG II-POSSE;E M TABELIÃO MURILO COSTA;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;ENDOCRINOLOGISTA;0;1;1;1;3
URG II-POSSE;E M TABELIÃO MURILO COSTA;PSIQUIATRA;0;0;0;1;1
URG II-POSSE;E M TABELIÃO MURILO COSTA;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;NUTRIÇÃO;0;1;4;1;6
URG II-POSSE;E M TABELIÃO MURILO COSTA;DENTISTA;0;9;56;59;124
URG II-POSSE;E M TABELIÃO MURILO COSTA;FONOAUDIÓLOGA;0;2;1;7;10
URG II-POSSE;E M TABELIÃO MURILO COSTA;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;PNEUMOLOGISTA;0;1;2;1;4
URG II-POSSE;E M TABELIÃO MURILO COSTA;TERAPIA OCUPACIONAL;0;0;0;2;2
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;DERMATOLOGISTA;7;0;4;3;14
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;PEDIATRA;41;0;0;0;41
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ALERGISTA;3;1;0;0;4
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ORTOPEDISTA;4;1;1;1;7
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;OFTALMOLOGISTA;9;1;5;8;23
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;NEUROLOGISTA;5;2;3;2;12
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;CIRURGIÃO;0;0;0;1;1
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;PSICOLOGIA;19;3;4;7;33
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;OTORRINOLARINGOLOGISTA;2;1;1;1;5
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;CARDIOLOGISTA;0;0;1;0;1
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;UROLOGISTA;1;0;0;0;1
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;GINECOLOGISTA;4;0;1;2;7
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ENDOCRINOLOGISTA;3;0;1;1;5
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;PSIQUIATRA;1;0;0;2;3
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;NUTRIÇÃO;4;0;0;2;6
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;DENTISTA;17;5;5;13;40
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;FONOAUDIÓLOGA;3;1;2;6;12
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;GASTROENTEROLOGISTA;0;1;1;0;2
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;PNEUMOLOGISTA;0;0;1;0;1
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;TERAPIA OCUPACIONAL;0;1;0;0;1
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;DERMATOLOGISTA;4;3;1;2;10
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;PEDIATRA;6;0;0;0;6
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ALERGISTA;5;0;5;2;12
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ORTOPEDISTA;1;0;3;0;4
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;OFTALMOLOGISTA;3;3;2;6;14
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;NEUROLOGISTA;4;3;5;4;16
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;CIRURGIÃO;1;0;1;1;3
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;PSICOLOGIA;14;1;3;4;22
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;OTORRINOLARINGOLOGISTA;1;1;0;2;4
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;CARDIOLOGISTA;0;0;1;0;1
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;UROLOGISTA;0;0;0;1;1
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;GINECOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ENDOCRINOLOGISTA;1;0;1;3;5
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;PSIQUIATRA;1;0;1;0;2
