URG;Escola;Consulta;2022;2023;2024;2025;Total
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;PSICOLOGIA;0;14;15;30;59
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;OTORRINOLARINGOLOGISTA;0;0;2;8;10
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;CARDIOLOGISTA;0;1;1;0;2
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;REUMATOLOGISTA;0;0;1;0;1
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;UROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;GINECOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ANGIOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ENDOCRINOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;PSIQUIATRA;0;2;0;2;4
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;NUTRIÇÃO;0;0;3;4;7
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;DENTISTA;0;16;14;30;60
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;FONOAUDIÓLOGA;0;4;3;12;19
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;GASTROENTEROLOGISTA;0;2;1;0;3
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;PNEUMOLOGISTA;0;2;1;2;5
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;TERAPIA OCUPACIONAL;0;0;1;5;6
URG IV-CABUÇU;E M TRES MARIAS;DERMATOLOGISTA;0;6;4;11;21
URG IV-CABUÇU;E M TRES MARIAS;PEDIATRA;0;4;6;1;11
URG IV-CABUÇU;E M TRES MARIAS;ALERGISTA;0;7;11;6;24
URG IV-CABUÇU;E M TRES MARIAS;ORTOPEDISTA;0;0;1;3;4
URG IV-CABUÇU;E M TRES MARIAS;OFTALMOLOGISTA;0;9;5;15;29
URG IV-CABUÇU;E M TRES MARIAS;NEUROLOGISTA;0;12;7;4;23
URG IV-CABUÇU;E M TRES MARIAS;CIRURGIÃO;0;3;1;5;9
URG IV-CABUÇU;E M TRES MARIAS;PSICOLOGIA;0;16;22;29;67
URG IV-CABUÇU;E M TRES MARIAS;OTORRINOLARINGOLOGISTA;0;7;2;8;17
URG IV-CABUÇU;E M TRES MARIAS;CARDIOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;E M TRES MARIAS;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;UROLOGISTA;0;0;1;0;1
URG IV-CABUÇU;E M TRES MARIAS;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;GINECOLOGISTA;0;1;2;0;3
URG IV-CABUÇU;E M TRES MARIAS;HEMATOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;E M TRES MARIAS;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;ENDOCRINOLOGISTA;0;1;0;3;4
URG IV-CABUÇU;E M TRES MARIAS;PSIQUIATRA;0;2;0;1;3
URG IV-CABUÇU;E M TRES MARIAS;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;NUTRIÇÃO;0;0;6;1;7
URG IV-CABUÇU;E M TRES MARIAS;DENTISTA;0;54;33;40;127
URG IV-CABUÇU;E M TRES MARIAS;FONOAUDIÓLOGA;0;10;4;2;16
URG IV-CABUÇU;E M TRES MARIAS;GASTROENTEROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M TRES MARIAS;PNEUMOLOGISTA;0;0;0;2;2
URG IV-CABUÇU;E M TRES MARIAS;TERAPIA OCUPACIONAL;0;0;0;1;1
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;DERMATOLOGISTA;0;1;4;3;8
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PEDIATRA;0;1;0;0;1
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ALERGISTA;0;3;3;3;9
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ORTOPEDISTA;0;0;0;2;2
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;OFTALMOLOGISTA;0;5;4;8;17
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;NEUROLOGISTA;0;3;0;1;4
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;CIRURGIÃO;0;3;1;0;4
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PSICOLOGIA;0;10;13;5;28
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;OTORRINOLARINGOLOGISTA;0;3;1;0;4
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;CARDIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;UROLOGISTA;0;1;2;0;3
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PROCTOLOGISTA;0;1;0;0;1
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;GINECOLOGISTA;0;1;1;0;2
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ENDOCRINOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PSIQUIATRA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;NUTRIÇÃO;0;0;1;1;2
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;DENTISTA;0;13;6;8;27
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;FONOAUDIÓLOGA;0;1;0;2;3
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;GASTROENTEROLOGISTA;0;0;0;1;1
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;PNEUMOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;TERAPIA OCUPACIONAL;0;0;1;0;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;DERMATOLOGISTA;0;0;1;5;6
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PEDIATRA;0;0;0;2;2
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ALERGISTA;0;0;1;4;5
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ORTOPEDISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;OFTALMOLOGISTA;0;0;4;1;5
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;NEUROLOGISTA;0;0;3;4;7
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;CIRURGIÃO;0;0;0;2;2
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PSICOLOGIA;0;0;4;5;9
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;OTORRINOLARINGOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;CARDIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;UROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;GINECOLOGISTA;0;0;1;0;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ENDOCRINOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PSIQUIATRA;0;0;1;0;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;NUTRIÇÃO;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;DENTISTA;0;0;13;10;23
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;FONOAUDIÓLOGA;0;0;2;6;8
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;GASTROENTEROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;PNEUMOLOGISTA;0;0;1;0;1
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;TERAPIA OCUPACIONAL;0;0;2;0;2
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;DERMATOLOGISTA;0;1;0;0;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PEDIATRA;0;0;0;1;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ALERGISTA;0;5;0;2;7
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ORTOPEDISTA;0;0;0;1;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;OFTALMOLOGISTA;0;1;1;0;2
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;NEUROLOGISTA;0;1;1;0;2
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CIRURGIÃO;0;0;1;0;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PSICOLOGIA;0;2;1;1;4
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;OTORRINOLARINGOLOGISTA;0;2;1;0;3
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CARDIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;UROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;GINECOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ENDOCRINOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PSIQUIATRA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;NUTRIÇÃO;0;2;0;0;2
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;DENTISTA;0;7;1;1;9
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;FONOAUDIÓLOGA;0;3;1;2;6
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;GASTROENTEROLOGISTA;0;1;0;0;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;PNEUMOLOGISTA;0;0;1;0;1
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;DERMATOLOGISTA;0;3;2;1;6
URG IV-CABUÇU;EMEI MONTE SOL;PEDIATRA;0;0;0;1;1
URG IV-CABUÇU;EMEI MONTE SOL;ALERGISTA;0;2;1;3;6
URG IV-CABUÇU;EMEI MONTE SOL;ORTOPEDISTA;0;0;1;0;1
URG IV-CABUÇU;EMEI MONTE SOL;OFTALMOLOGISTA;0;0;1;2;3
URG IV-CABUÇU;EMEI MONTE SOL;NEUROLOGISTA;0;2;2;0;4
URG IV-CABUÇU;EMEI MONTE SOL;CIRURGIÃO;0;0;1;0;1
URG IV-CABUÇU;EMEI MONTE SOL;PSICOLOGIA;0;1;3;7;11
URG IV-CABUÇU;EMEI MONTE SOL;OTORRINOLARINGOLOGISTA;0;1;0;0;1
URG IV-CABUÇU;EMEI MONTE SOL;CARDIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;UROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;GINECOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;ENDOCRINOLOGISTA;0;0;1;0;1
URG IV-CABUÇU;EMEI MONTE SOL;PSIQUIATRA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;NUTRIÇÃO;0;0;1;0;1
URG IV-CABUÇU;EMEI MONTE SOL;DENTISTA;0;1;1;8;10
URG IV-CABUÇU;EMEI MONTE SOL;FONOAUDIÓLOGA;0;1;2;3;6
URG IV-CABUÇU;EMEI MONTE SOL;GASTROENTEROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;PNEUMOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI MONTE SOL;TERAPIA OCUPACIONAL;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;DERMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;PEDIATRA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;ALERGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;ORTOPEDISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;OFTALMOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;EMEI NOVA ERA;NEUROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;CIRURGIÃO;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;PSICOLOGIA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;OTORRINOLARINGOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;CARDIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;UROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;GINECOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;ENDOCRINOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;PSIQUIATRA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;NUTRIÇÃO;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;DENTISTA;0;0;0;1;1
URG IV-CABUÇU;EMEI NOVA ERA;FONOAUDIÓLOGA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;GASTROENTEROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;PNEUMOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;EMEI NOVA ERA;TERAPIA OCUPACIONAL;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;DERMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;PEDIATRA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ALERGISTA;0;0;2;0;2
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ORTOPEDISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;OFTALMOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;NEUROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;CIRURGIÃO;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;PSICOLOGIA;0;0;0;1;1
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;OTORRINOLARINGOLOGISTA;0;0;0;1;1
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;CARDIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;REUMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;UROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;PROCTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;GINECOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;HEMATOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ANGIOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ONCOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ENDOCRINOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;PSIQUIATRA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;INFECTOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;NUTRIÇÃO;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;DENTISTA;0;0;0;1;1
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;FONOAUDIÓLOGA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;GASTROENTEROLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;PNEUMOLOGISTA;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;TERAPIA OCUPACIONAL;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;DERMATOLOGISTA;3;1;1;0;5
URG IX-TINGUA;E M BARAO DE TINGUA;PEDIATRA;13;0;0;0;13
URG IX-TINGUA;E M BARAO DE TINGUA;ALERGISTA;5;0;1;4;10
URG IX-TINGUA;E M BARAO DE TINGUA;ORTOPEDISTA;2;0;0;0;2
URG IX-TINGUA;E M BARAO DE TINGUA;OFTALMOLOGISTA;2;0;1;1;4
URG IX-TINGUA;E M BARAO DE TINGUA;NEUROLOGISTA;7;1;1;1;10
URG IX-TINGUA;E M BARAO DE TINGUA;CIRURGIÃO;1;0;0;1;2
URG IX-TINGUA;E M BARAO DE TINGUA;PSICOLOGIA;8;0;2;0;10
URG IX-TINGUA;E M BARAO DE TINGUA;OTORRINOLARINGOLOGISTA;2;0;1;0;3
URG IX-TINGUA;E M BARAO DE TINGUA;CARDIOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;REUMATOLOGISTA;1;0;0;0;1
URG IX-TINGUA;E M BARAO DE TINGUA;UROLOGISTA;1;0;0;0;1
URG IX-TINGUA;E M BARAO DE TINGUA;PROCTOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;GINECOLOGISTA;0;0;0;1;1
URG IX-TINGUA;E M BARAO DE TINGUA;HEMATOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;ANGIOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;ONCOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;ENDOCRINOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;PSIQUIATRA;0;0;0;1;1
URG IX-TINGUA;E M BARAO DE TINGUA;INFECTOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;NUTRIÇÃO;3;0;1;0;4
URG IX-TINGUA;E M BARAO DE TINGUA;DENTISTA;7;0;3;5;15
URG IX-TINGUA;E M BARAO DE TINGUA;FONOAUDIÓLOGA;1;0;1;0;2
URG IX-TINGUA;E M BARAO DE TINGUA;GASTROENTEROLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;PNEUMOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M BARAO DE TINGUA;TERAPIA OCUPACIONAL;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;DERMATOLOGISTA;1;1;0;0;2
URG IX-TINGUA;E M DE JACERUBA;PEDIATRA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;ALERGISTA;1;1;2;0;4
URG IX-TINGUA;E M DE JACERUBA;ORTOPEDISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;OFTALMOLOGISTA;2;2;0;2;6
URG IX-TINGUA;E M DE JACERUBA;NEUROLOGISTA;3;1;0;0;4
URG IX-TINGUA;E M DE JACERUBA;CIRURGIÃO;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;PSICOLOGIA;4;2;2;2;10
URG IX-TINGUA;E M DE JACERUBA;OTORRINOLARINGOLOGISTA;1;0;0;0;1
URG IX-TINGUA;E M DE JACERUBA;CARDIOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;REUMATOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;UROLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;PROCTOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;GINECOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;HEMATOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;ANGIOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;ONCOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;ENDOCRINOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;PSIQUIATRA;0;0;1;0;1
URG IX-TINGUA;E M DE JACERUBA;INFECTOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;NUTRIÇÃO;1;0;1;0;2
URG IX-TINGUA;E M DE JACERUBA;DENTISTA;2;2;0;0;4
URG IX-TINGUA;E M DE JACERUBA;FONOAUDIÓLOGA;1;1;0;0;2
URG IX-TINGUA;E M DE JACERUBA;GASTROENTEROLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;PNEUMOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M DE JACERUBA;TERAPIA OCUPACIONAL;0;0;0;1;1
URG IX-TINGUA;E M JARDIM MONTEVIDEO;DERMATOLOGISTA;1;0;0;1;2
URG IX-TINGUA;E M JARDIM MONTEVIDEO;PEDIATRA;1;0;0;1;2
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ALERGISTA;1;1;2;4;8
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ORTOPEDISTA;1;0;1;0;2
URG IX-TINGUA;E M JARDIM MONTEVIDEO;OFTALMOLOGISTA;6;1;2;1;10
URG IX-TINGUA;E M JARDIM MONTEVIDEO;NEUROLOGISTA;0;2;0;0;2
URG IX-TINGUA;E M JARDIM MONTEVIDEO;CIRURGIÃO;0;0;1;0;1
URG IX-TINGUA;E M JARDIM MONTEVIDEO;PSICOLOGIA;7;0;0;5;12
URG IX-TINGUA;E M JARDIM MONTEVIDEO;OTORRINOLARINGOLOGISTA;1;0;0;0;1
URG IX-TINGUA;E M JARDIM MONTEVIDEO;CARDIOLOGISTA;0;1;0;0;1
URG IX-TINGUA;E M JARDIM MONTEVIDEO;REUMATOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M JARDIM MONTEVIDEO;UROLOGISTA;2;1;1;0;4
URG IX-TINGUA;E M JARDIM MONTEVIDEO;PROCTOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M JARDIM MONTEVIDEO;GINECOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M JARDIM MONTEVIDEO;HEMATOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ANGIOLOGISTA;0;0;0;0;0
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ONCOLOGISTA;0;0;0;0;0
