Ano;IdUrg;URG;Escola;Tipo;Nutricao;Qtd
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;NORMAL (EUTROFIA);51
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;OBESIDADE;15
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;SOBREPESO;23
2025;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;CONVENIADA;NORMAL (EUTROFIA);22
2025;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;CONVENIADA;OBESIDADE;2
2025;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;CONVENIADA;SOBREPESO;10
2025;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;MAGREZA;23
2025;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;MAGREZA ACENTUADA;4
2025;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;NORMAL (EUTROFIA);177
2025;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;OBESIDADE;25
2025;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;SOBREPESO;35
2025;9;URG IX-TINGUA;E M DE JACERUBA;EM;MAGREZA;7
2025;9;URG IX-TINGUA;E M DE JACERUBA;EM;MAGREZA ACENTUADA;4
2025;9;URG IX-TINGUA;E M DE JACERUBA;EM;NORMAL (EUTROFIA);55
2025;9;URG IX-TINGUA;E M DE JACERUBA;EM;OBESIDADE;12
2025;9;URG IX-TINGUA;E M DE JACERUBA;EM;SOBREPESO;23
2025;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;MAGREZA;1
2025;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;NORMAL (EUTROFIA);53
2025;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;OBESIDADE;16
2025;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;SOBREPESO;12
2025;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;MAGREZA;7
2025;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;MAGREZA ACENTUADA;4
2025;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;NORMAL (EUTROFIA);111
2025;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;OBESIDADE;14
2025;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;SOBREPESO;25
2025;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;MAGREZA;6
2025;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;MAGREZA ACENTUADA;2
2025;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;NORMAL (EUTROFIA);153
2025;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;OBESIDADE;14
2025;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;SOBREPESO;29
2025;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;MAGREZA;9
2025;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;MAGREZA ACENTUADA;3
2025;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;NORMAL (EUTROFIA);88
2025;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;OBESIDADE;11
2025;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;SOBREPESO;20
2025;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;MAGREZA;1
2025;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;NORMAL (EUTROFIA);26
2025;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;OBESIDADE;4
2025;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;SOBREPESO;19
2025;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;CRECHE;NORMAL (EUTROFIA);29
2025;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;CRECHE;OBESIDADE;4
2025;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;CRECHE;SOBREPESO;12
2025;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;EM;MAGREZA;31
2025;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;EM;MAGREZA ACENTUADA;8
2025;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;EM;NORMAL (EUTROFIA);384
2025;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;EM;OBESIDADE;56
2025;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;EM;SOBREPESO;74
2025;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;EM;MAGREZA;6
2025;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;EM;MAGREZA ACENTUADA;2
2025;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;EM;NORMAL (EUTROFIA);138
2025;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;EM;OBESIDADE;15
2025;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;EM;SOBREPESO;34
2025;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;EM;MAGREZA;9
2025;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;EM;MAGREZA ACENTUADA;2
2025;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;EM;NORMAL (EUTROFIA);98
2025;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;EM;OBESIDADE;23
2025;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;EM;SOBREPESO;22
2025;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;EM;MAGREZA;33
2025;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;EM;MAGREZA ACENTUADA;7
2025;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;EM;NORMAL (EUTROFIA);434
2025;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;EM;OBESIDADE;84
2025;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;EM;SOBREPESO;110
2025;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;EM;MAGREZA;7
2025;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;EM;MAGREZA ACENTUADA;2
2025;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;EM;NORMAL (EUTROFIA);125
2025;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;EM;OBESIDADE;33
2025;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;EM;SOBREPESO;36
2025;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;EM;MAGREZA;7
2025;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;EM;MAGREZA ACENTUADA;4
2025;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;EM;NORMAL (EUTROFIA);223
2025;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;EM;OBESIDADE;52
2025;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;EM;SOBREPESO;62
2025;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;EM;MAGREZA;21
2025;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;EM;MAGREZA ACENTUADA;12
2025;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;EM;NORMAL (EUTROFIA);430
2025;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;EM;OBESIDADE;73
2025;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;EM;SOBREPESO;94
2025;6;URG VI-AUSTIN;E M NENA RODRIGUES;EM;MAGREZA;6
2025;6;URG VI-AUSTIN;E M NENA RODRIGUES;EM;MAGREZA ACENTUADA;1
2025;6;URG VI-AUSTIN;E M NENA RODRIGUES;EM;NORMAL (EUTROFIA);184
2025;6;URG VI-AUSTIN;E M NENA RODRIGUES;EM;OBESIDADE;31
2025;6;URG VI-AUSTIN;E M NENA RODRIGUES;EM;SOBREPESO;42
2025;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;EM;MAGREZA;74
2025;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;EM;MAGREZA ACENTUADA;16
2025;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;EM;NORMAL (EUTROFIA);544
2025;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;EM;OBESIDADE;75
2025;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;EM;SOBREPESO;74
2025;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;EM;MAGREZA;13
2025;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;EM;MAGREZA ACENTUADA;3
2025;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;EM;NORMAL (EUTROFIA);210
2025;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;EM;OBESIDADE;40
2025;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;EM;SOBREPESO;44
2025;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;EM;MAGREZA;42
2025;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;EM;MAGREZA ACENTUADA;11
2025;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;EM;NORMAL (EUTROFIA);439
2025;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;EM;OBESIDADE;99
2025;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;EM;SOBREPESO;90
2025;6;URG VI-AUSTIN;E M RUI BARBOSA;EM;MAGREZA;7
2025;6;URG VI-AUSTIN;E M RUI BARBOSA;EM;MAGREZA ACENTUADA;3
2025;6;URG VI-AUSTIN;E M RUI BARBOSA;EM;NORMAL (EUTROFIA);239
2025;6;URG VI-AUSTIN;E M RUI BARBOSA;EM;OBESIDADE;46
2025;6;URG VI-AUSTIN;E M RUI BARBOSA;EM;SOBREPESO;59
2025;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;EM;MAGREZA;31
2025;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;EM;MAGREZA ACENTUADA;7
2025;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;EM;NORMAL (EUTROFIA);317
2025;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;EM;OBESIDADE;53
2025;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;EM;SOBREPESO;66
2025;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;CRECHE;MAGREZA;28
2025;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;CRECHE;MAGREZA ACENTUADA;9
2025;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;CRECHE;NORMAL (EUTROFIA);76
2025;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;CRECHE;OBESIDADE;5
2025;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;CRECHE;SOBREPESO;5
2025;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;CRECHE;MAGREZA;2
2025;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;CRECHE;MAGREZA ACENTUADA;1
2025;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;CRECHE;NORMAL (EUTROFIA);36
2025;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;CRECHE;OBESIDADE;12
2025;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;CRECHE;SOBREPESO;13
2025;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;CRECHE;MAGREZA;2
2025;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;CRECHE;MAGREZA ACENTUADA;1
2025;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;CRECHE;NORMAL (EUTROFIA);32
2025;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;CRECHE;OBESIDADE;4
2025;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;CRECHE;SOBREPESO;10
2025;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;EM;MAGREZA;20
2025;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;EM;MAGREZA ACENTUADA;1
2025;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;EM;NORMAL (EUTROFIA);158
2025;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;EM;OBESIDADE;22
2025;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;EM;SOBREPESO;27
2025;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;EM;MAGREZA;24
2025;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;EM;MAGREZA ACENTUADA;11
2025;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;EM;NORMAL (EUTROFIA);286
2025;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;EM;OBESIDADE;30
2025;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;EM;SOBREPESO;38
2025;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;EM;MAGREZA;20
2025;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;EM;MAGREZA ACENTUADA;4
2025;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;EM;NORMAL (EUTROFIA);238
2025;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;EM;OBESIDADE;20
2025;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;EM;SOBREPESO;37
2025;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;EM;MAGREZA;53
2025;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;EM;MAGREZA ACENTUADA;9
2025;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;EM;NORMAL (EUTROFIA);460
2025;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;EM;OBESIDADE;79
2025;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;EM;SOBREPESO;104
2025;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;EM;MAGREZA;4
2025;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;EM;MAGREZA ACENTUADA;1
2025;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;EM;NORMAL (EUTROFIA);199
2025;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;EM;OBESIDADE;52
2025;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;EM;SOBREPESO;65
2025;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;EM;MAGREZA;33
2025;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;EM;MAGREZA ACENTUADA;5
2025;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;EM;NORMAL (EUTROFIA);299
2025;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;EM;OBESIDADE;42
2025;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;EM;SOBREPESO;56
2025;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;EM;MAGREZA;28
2025;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;EM;MAGREZA ACENTUADA;5
2025;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;EM;NORMAL (EUTROFIA);309
2025;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;EM;OBESIDADE;25
2025;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;EM;SOBREPESO;34
2025;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;EM;MAGREZA;19
2025;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;EM;MAGREZA ACENTUADA;9
2025;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;EM;NORMAL (EUTROFIA);340
2025;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;EM;OBESIDADE;51
2025;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;EM;SOBREPESO;67
2025;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;EM;MAGREZA;15
2025;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;EM;MAGREZA ACENTUADA;6
2025;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;EM;NORMAL (EUTROFIA);299
2025;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;EM;OBESIDADE;53
2025;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;EM;SOBREPESO;68
2025;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;EM;MAGREZA;7
2025;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;EM;MAGREZA ACENTUADA;1
2025;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;EM;NORMAL (EUTROFIA);126
2025;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;EM;OBESIDADE;36
2025;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;EM;SOBREPESO;30
2025;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;CRECHE;MAGREZA ACENTUADA;1
2025;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;CRECHE;NORMAL (EUTROFIA);31
2025;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;CRECHE;OBESIDADE;9
2025;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;CRECHE;SOBREPESO;20
2025;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;CRECHE;MAGREZA;5
2025;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;CRECHE;NORMAL (EUTROFIA);30
2025;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;CRECHE;OBESIDADE;3
2025;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;CRECHE;SOBREPESO;10
2025;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;MAGREZA;1
2025;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;MAGREZA ACENTUADA;1
2025;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;NORMAL (EUTROFIA);12
2025;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;OBESIDADE;2
2025;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;SOBREPESO;9
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;CONVENIADA;MAGREZA;4
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;CONVENIADA;NORMAL (EUTROFIA);37
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;CONVENIADA;OBESIDADE;13
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;CONVENIADA;SOBREPESO;21
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;CONVENIADA;NORMAL (EUTROFIA);40
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;CONVENIADA;OBESIDADE;8
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;CONVENIADA;SOBREPESO;25
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CRECHE;MAGREZA;2
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CRECHE;MAGREZA ACENTUADA;2
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CRECHE;NORMAL (EUTROFIA);15
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CRECHE;OBESIDADE;5
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CRECHE;SOBREPESO;12
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;CRECHE;MAGREZA ACENTUADA;1
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;CRECHE;NORMAL (EUTROFIA);26
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;CRECHE;OBESIDADE;9
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;CRECHE;SOBREPESO;14
2025;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;NORMAL (EUTROFIA);28
2025;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;OBESIDADE;9
2025;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;SOBREPESO;3
2025;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;EM;MAGREZA;25
2025;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;EM;MAGREZA ACENTUADA;3
2025;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;EM;NORMAL (EUTROFIA);300
2025;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;EM;OBESIDADE;53
2025;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;EM;SOBREPESO;42
2025;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;EM;MAGREZA;4
2025;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;EM;NORMAL (EUTROFIA);159
2025;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;EM;OBESIDADE;26
2025;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;EM;SOBREPESO;43
2025;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;MAGREZA;8
2025;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;NORMAL (EUTROFIA);61
2025;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;OBESIDADE;5
2025;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;SOBREPESO;10
2025;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;EM;MAGREZA;3
2025;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;EM;NORMAL (EUTROFIA);99
2025;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;EM;OBESIDADE;12
2025;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;EM;SOBREPESO;24
2025;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;EM;MAGREZA;35
2025;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;EM;MAGREZA ACENTUADA;13
2025;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;EM;NORMAL (EUTROFIA);356
2025;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;EM;OBESIDADE;56
2025;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;EM;SOBREPESO;71
2025;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;EM;MAGREZA;20
2025;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;EM;MAGREZA ACENTUADA;4
2025;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;EM;NORMAL (EUTROFIA);338
2025;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;EM;OBESIDADE;37
2025;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;EM;SOBREPESO;64
2025;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;EM;MAGREZA;7
2025;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;EM;MAGREZA ACENTUADA;1
2025;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;EM;NORMAL (EUTROFIA);234
2025;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;EM;OBESIDADE;56
2025;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;EM;SOBREPESO;52
2025;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;EM;MAGREZA;27
2025;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;EM;MAGREZA ACENTUADA;6
2025;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;EM;NORMAL (EUTROFIA);280
2025;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;EM;OBESIDADE;36
2025;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;EM;SOBREPESO;67
2025;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;EM;MAGREZA;10
2025;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;EM;NORMAL (EUTROFIA);243
2025;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;EM;OBESIDADE;30
2025;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;EM;SOBREPESO;66
